,Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
749,M00SEY,NL,14,7.1%,1.5,0.5,5.1,7.3,1.0,239,68.3%,10.5,227,2.97,1.54,0.33,0.33,-371,-3,81,21.4%,21.4%,0,-
750,M4rth,AT,27,63%,4.2,4.4,2.9,7.4,8.3,431,66.8%,25.1,631,1.06,0.4,0.2,0.07,18,9,131,18.5%,7.4%,0,6
751,MAZI,PL,14,7.1%,1.6,1.5,3.9,4.6,5.4,302,61%,13.9,275,1.05,0.21,0.31,0.14,-562,-10,-384,14.3%,14.3%,0,1
752,MG,KR,18,50%,6.2,5.6,2.1,7.6,8.8,444,76.7%,29.8,749,0.89,0.31,0.2,0.14,341,2,136,27.8%,0%,1,5
753,Macaquino,ES,14,50%,4.2,4.4,2.6,6.4,8.1,405,64.7%,26.4,683,1.27,0.4,0.22,0.15,89,-2,83,21.4%,21.4%,0,5
754,Mafro,HR,18,50%,2.8,2.1,3.6,8.2,5.3,325,68.3%,13.8,339,0.95,0.18,0.21,0.16,-161,-3,-176,27.8%,5.6%,0,3
755,Maged,EG,14,50%,2.0,3.3,4.3,5.1,8.2,391,52.7%,25.0,590,0.96,0.33,0.16,0.12,46,7,-205,7.1%,7.1%,0,13
756,Maggie,CN,11,54.5%,2.7,3.2,3.5,6.3,5.6,338,70.9%,17.2,420,-,-,-,-,-,-,-,-,-,-,-
757,Mahonix,NL,18,11.1%,1.7,0.3,4.2,6.7,1.0,235,68%,9.2,199,3.11,1.66,0.38,0.31,-183,-8,-93,16.7%,11.1%,0,-
758,Makes,BR,18,50%,1.9,3.2,3.7,3.7,7.9,384,55.7%,25.4,512,1.03,0.42,0.17,0.13,197,10,269,16.7%,5.6%,1,13
759,Makk,PL,14,21.4%,2.2,2.6,3.6,5.1,7.8,374,64.3%,25.4,511,0.71,0.32,0.13,0.02,-859,-12,-635,14.3%,28.6%,0,4
760,Malrang,KR,25,44%,4.0,2.0,2.3,7.1,5.2,313,79.1%,11.5,263,1.59,0.44,0.39,0.32,-221,-6,-234,36%,12%,0,1
761,Manel,BR,6,50%,3.5,2.0,3.5,10.2,2.3,282,75.7%,10.6,239,3.76,1.73,0.75,0.43,10,18,428,33.3%,16.7%,0,-
762,ManoloGap,ES,14,50%,3.4,2.9,2.5,5.6,7.6,384,50.5%,25.0,624,0.96,0.35,0.13,0.11,-70,-7,-231,14.3%,7.1%,0,4
763,Maple,TW,39,71.8%,5.9,3.4,1.9,7.9,8.9,435,71.6%,24.0,624,1.29,0.49,0.26,0.22,260,-1,111,23.1%,12.8%,0,4
764,Marble,JP,47,70.2%,7.4,4.6,1.5,6.8,8.0,436,67.3%,25.2,689,1.6,0.65,0.38,0.2,-64,-8,23,27.7%,2.1%,0,4
765,Marcus,VN,10,50%,3.6,4.1,3.0,6.8,7.9,410,57.2%,22.4,583,1.01,0.33,0.22,0.13,-706,-14,-281,20%,20%,0,3
766,Mark,CN,18,38.9%,4.2,0.6,1.8,6.9,2.0,259,69.8%,7.3,145,-,-,-,-,-,-,-,-,-,-,-
767,Markoon,NL,19,26.3%,2.5,1.7,2.8,5.5,5.6,320,78.5%,13.2,269,1.36,0.29,0.37,0.25,-89,-4,-219,31.6%,21.1%,0,-
768,Marky,ES,23,47.8%,3.0,2.9,3.2,6.8,8.2,402,58.2%,23.5,571,1.11,0.35,0.22,0.17,371,6,161,13%,4.3%,0,9
769,Mart,PT,25,56%,3.2,2.8,3.2,7.8,5.5,336,70.3%,13.1,325,1.34,0.33,0.31,0.24,84,-0,8,44%,12%,0,4
770,Marty,BG,17,52.9%,5.2,3.9,2.1,6.8,8.3,397,69.3%,27.0,693,0.71,0.24,0.14,0.08,13,3,-16,5.9%,0%,0,2
771,Marvin,BR,19,73.7%,7.3,5.7,1.7,6.6,7.5,436,70.9%,24.8,628,1.73,0.71,0.4,0.24,-246,-15,-352,21.1%,10.5%,0,2
772,Marzo,SK,14,21.4%,3.1,3.4,2.7,5.0,8.4,395,67.9%,22.6,476,0.79,0.29,0.22,0.04,-483,-8,-221,21.4%,0%,0,-
773,Mask,KR,14,28.6%,2.6,2.4,2.9,5.1,9.7,418,70.5%,31.8,685,1.46,0.37,0.42,0.18,69,6,279,28.6%,14.3%,0,-
774,Massu,CA,26,65.4%,5.1,4.2,2.1,6.3,7.4,401,70%,26.5,673,1.41,0.61,0.26,0.14,-283,-5,-40,15.4%,11.5%,0,1
775,Mataz,MX,30,26.7%,2.3,2.3,3.9,6.5,5.0,315,73.4%,14.6,315,1.41,0.39,0.32,0.32,-290,-8,-300,26.7%,16.7%,0,1
776,Matias,FR,18,38.9%,3.3,5.1,2.8,4.1,8.3,426,70.4%,29.6,689,1.26,0.5,0.31,0.16,-193,-13,-182,27.8%,11.1%,0,1
777,Matixx,PL,19,63.2%,5.2,3.8,2.0,6.6,7.6,381,51.7%,20.2,506,0.66,0.31,0.09,0.02,19,4,182,10.5%,10.5%,0,15
778,Maxi,DK,27,63%,4.2,3.1,2.9,9.1,5.5,347,78.2%,14.9,341,1.28,0.29,0.32,0.27,-72,-2,-12,25.9%,7.4%,0,3
779,Maynter,UA,29,65.5%,4.7,2.2,1.7,6.0,7.6,378,54%,20.7,482,1.04,0.37,0.18,0.2,-26,-4,73,20.7%,0%,0,-
780,MeLoNiK,PL,27,74.1%,4.3,3.3,2.1,5.7,8.5,416,52.1%,26.4,737,1.15,0.41,0.11,0.13,121,8,244,7.4%,18.5%,0,12
781,Medzz,HK,4,25%,3.0,4.5,3.3,5.3,8.4,397,56%,29.7,789,-,-,-,-,-,-,-,-,-,-,-
782,Meech,CA,26,53.8%,3.7,3.7,2.8,6.5,7.4,395,66%,27.0,709,1.15,0.47,0.29,0.05,-548,-22,-643,15.4%,7.7%,0,1
783,Mega1,ES,20,55%,2.7,1.1,3.8,9.1,1.3,260,77%,11.4,265,3.05,1.43,0.38,0.36,21,1,-103,30%,20%,0,-
784,MegaJ,RS,14,7.1%,1.1,0.8,3.2,2.8,7.7,335,45.9%,20.4,399,0.68,0.33,0.1,0.08,-809,-14,-753,7.1%,7.1%,0,-
785,Melekx,PL,10,40%,7.0,0.7,1.6,10.5,1.1,247,80.2%,8.5,187,3.58,2.01,0.44,0.27,32,-0,311,20%,0%,0,-
786,Mentor,GR,4,25%,3.7,0.5,3.5,12.5,1.9,257,90.9%,7.0,157,2.07,1.06,0.25,0.23,-22,18,60,0%,0%,0,-
787,Merty,TR,2,100%,2.6,1.0,4.5,10.5,1.1,263,67.5%,7.9,188,3.32,1.25,0.38,0.31,-206,-8,-130,50%,0%,0,-
788,Messages,US,21,28.6%,2.3,2.2,3.3,5.4,8.3,390,64%,25.5,585,0.94,0.42,0.17,0.14,-678,-13,-336,4.8%,23.8%,0,2
789,MetaCaptive,PT,10,0%,1.7,2.3,4.9,6.0,5.0,307,67.9%,12.0,290,1.28,0.31,0.25,0.25,-779,-23,-804,0%,20%,0,1
790,Meteor,CN,44,45.5%,3.5,2.2,2.8,7.6,6.3,348,76.8%,15.0,354,-,-,-,-,-,-,-,-,-,-,-
791,MetroArcher,PT,14,28.6%,2.2,3.6,3.6,4.4,7.8,385,64%,29.1,646,0.89,0.34,0.17,0.1,-500,-8,-307,14.3%,21.4%,0,2
792,Metroflox,FR,18,16.7%,2.0,1.9,4.4,7.1,5.2,310,73.1%,15.7,344,1.25,0.33,0.31,0.29,-463,-10,-286,27.8%,11.1%,0,4
793,Mettalica,PT,12,25%,2.1,3.8,3.8,4.3,8.1,387,59.1%,29.9,608,0.93,0.41,0.15,0.1,-150,-3,-40,16.7%,8.3%,0,4
794,Mettoe,NL,14,57.1%,5.3,5.5,2.5,7.8,8.0,414,67%,27.5,733,0.85,0.32,0.15,0.08,-6,-2,161,14.3%,14.3%,0,6
795,Midnight,ES,20,55%,4.5,3.9,2.1,5.3,8.3,399,65.4%,27.7,651,0.92,0.35,0.15,0.14,-256,-2,-115,10%,5%,0,6
796,Mietek,PL,13,30.8%,1.7,4.0,4.5,3.6,8.0,405,55.7%,30.9,737,0.74,0.33,0.09,0.08,72,5,-78,7.7%,7.7%,0,11
797,Mihile,KR,59,55.9%,3.0,2.8,2.6,4.8,8.5,402,57.9%,22.5,525,1.02,0.32,0.22,0.16,148,2,152,22%,10.2%,0,14
798,Mikyx,SI,42,78.6%,3.0,0.8,3.9,10.8,1.1,269,68.6%,8.6,207,3.75,1.98,0.52,0.48,-29,-7,-317,23.8%,14.3%,0,1
799,Mimic1,SA,18,50%,3.6,4.0,3.2,7.5,6.1,381,66.7%,20.5,517,1.7,0.73,0.33,0.17,-831,-39,-531,16.7%,33.3%,0,3
800,Mind,DE,18,33.3%,2.4,3.7,3.8,5.4,8.4,415,68.6%,27.7,654,1.03,0.31,0.32,0.06,-462,4,-234,27.8%,16.7%,0,4
801,Mindrago,RO,26,73.1%,4.9,5.5,2.6,7.3,7.6,449,69.3%,24.6,644,1.27,0.51,0.26,0.1,12,-5,-49,30.8%,7.7%,0,3
802,Ming,CN,43,37.2%,2.5,0.5,3.3,7.7,1.5,248,71.5%,8.9,184,-,-,-,-,-,-,-,-,-,-,-
803,Miniduke,ES,4,25%,1.4,2.3,4.0,3.3,8.3,374,71.5%,28.9,606,1.2,0.42,0.25,0.19,-982,-18,-598,25%,0%,0,1
804,Minji,TW,29,44.8%,3.4,3.7,2.9,5.9,8.2,390,68.4%,30.3,707,0.99,0.41,0.16,0.2,-450,-8,-221,13.8%,10.3%,0,7
805,Mint,CN,3,0%,0.6,0.7,3.3,1.3,8.0,344,35.7%,22.8,317,-,-,-,-,-,-,-,-,-,-,-
806,Minui,US,32,46.9%,2.8,3.3,3.1,5.4,8.7,402,56.6%,26.2,667,0.9,0.4,0.18,0.11,-329,7,-10,21.9%,25%,0,1
807,Mir,KR,10,30%,2.3,1.6,3.9,7.4,5.7,318,81.2%,13.7,267,1.67,0.46,0.45,0.35,163,5,67,70%,0%,0,1
808,Mirbs,SE,22,50%,5.1,4.3,2.0,6.2,8.8,423,69.5%,25.9,589,1.2,0.4,0.34,0.15,-1,6,79,18.2%,9.1%,0,1
809,Mireu,KR,22,68.2%,3.6,4.2,3.2,7.5,9.2,441,72.5%,29.8,779,1.16,0.39,0.32,0.09,323,4,142,9.1%,18.2%,0,10
810,Misanthiel,FR,27,74.1%,4.9,3.2,2.4,8.7,7.5,392,51.1%,18.8,593,0.85,0.26,0.17,0.09,-25,7,340,14.8%,7.4%,0,15
811,Mishal,SA,14,50%,2.9,1.2,3.5,9.1,3.3,295,59.3%,12.0,274,2.7,1.29,0.41,0.32,516,18,369,42.9%,14.3%,0,2
812,Mishigu,SE,18,27.8%,3.0,3.3,2.6,4.4,8.6,402,73%,27.6,565,1.41,0.47,0.41,0.14,-48,-3,-100,38.9%,5.6%,0,1
813,Missing,CN,65,61.5%,3.6,0.5,2.8,9.6,1.3,254,73%,9.1,209,-,-,-,-,-,-,-,-,-,-,-
814,MnM,HK,39,64.1%,6.2,4.2,1.7,6.2,8.1,422,67.3%,28.6,721,1.79,0.69,0.49,0.14,286,5,164,25.6%,5.1%,0,2
815,Modliszka,PL,13,38.5%,3.5,2.9,2.7,6.6,8.1,369,69.5%,23.1,520,0.76,0.27,0.19,0.12,-247,-4,69,23.1%,7.7%,0,-
816,Mojito,TR,18,38.9%,2.9,2.3,3.8,8.7,5.5,337,74.1%,14.3,325,1.36,0.3,0.36,0.27,150,3,183,38.9%,0%,0,1
817,Momochi,BR,21,42.9%,2.8,0.9,3.6,9.2,1.3,264,70%,10.4,255,3.07,1.56,0.39,0.35,-80,-5,-158,19%,9.5%,0,-
818,Monki,CN,25,36%,2.1,2.4,4.2,6.5,6.1,346,73.3%,17.7,426,-,-,-,-,-,-,-,-,-,-,-
819,Monstrob,FR,18,16.7%,2.3,3.3,3.1,3.9,8.1,387,59.1%,22.1,476,1.04,0.43,0.16,0.18,-432,-10,-337,11.1%,0%,0,4
820,Morgan,KR,41,19.5%,2.0,2.1,2.9,3.6,8.4,371,59.8%,23.4,492,1.05,0.34,0.23,0.22,-108,-1,-119,12.2%,12.2%,0,5
821,Morttheus,BR,16,81.3%,7.2,7.0,1.8,5.6,8.7,466,71.4%,30.0,744,1.7,0.56,0.43,0.17,178,7,195,18.8%,6.3%,2,2
822,Moyan,CN,6,33.3%,3.1,2.8,3.5,8.0,5.4,334,76%,10.9,261,-,-,-,-,-,-,-,-,-,-,-
823,MrPhant0m,GR,7,28.6%,2.4,3.1,4.0,6.4,7.1,394,69.7%,22.9,523,1.04,0.41,0.2,0.09,-258,-24,-351,14.3%,14.3%,0,-
824,Mune,EG,14,7.1%,1.6,1.8,3.1,3.0,7.8,362,54.3%,23.0,391,0.83,0.32,0.23,0.08,-627,10,-399,35.7%,7.1%,0,-
825,Murph,EG,14,7.1%,0.9,1.5,4.0,2.3,7.1,325,50.9%,22.8,387,0.89,0.45,0.13,0.14,-915,-20,-604,0%,21.4%,0,3
826,Muses,CN,3,0%,0.7,1.3,4.0,1.3,6.8,352,53.2%,22.8,306,-,-,-,-,-,-,-,-,-,-,-
827,Mxe,TR,14,0%,1.6,0.8,4.1,5.6,1.8,247,77.8%,10.6,194,3.38,1.79,0.51,0.62,-249,4,-184,35.7%,28.6%,0,-
828,Myrtus,FR,18,44.4%,2.3,1.1,4.2,8.7,1.5,259,66.2%,8.9,205,3.34,1.64,0.43,0.38,150,5,-30,27.8%,0%,0,-
829,Myrwn,ES,45,48.9%,2.3,2.8,3.2,4.6,7.9,397,50.5%,26.2,612,1,0.34,0.21,0.06,-11,-3,-101,8.9%,2.2%,0,14
830,Mystiques,PL,8,50%,1.9,0.3,5.5,10.3,1.2,236,69.1%,6.4,149,2.68,1.46,0.21,0.3,-507,-2,-446,25%,12.5%,0,-
831,N0way,VN,2,0%,0.8,1.5,6.0,3.0,5.1,313,41.8%,19.7,429,1.55,0.59,0.27,0.11,-666,-2,-550,0%,0%,0,1
832,Naak Nako,TR,24,54.2%,2.6,2.5,2.8,4.9,8.2,390,56.2%,21.9,506,0.89,0.34,0.15,0.12,-48,-1,175,4.2%,8.3%,0,6
833,Naau,ES,22,68.2%,4.2,3.1,2.6,8.0,5.9,351,74.3%,14.3,357,1.27,0.25,0.3,0.25,-337,2,-76,18.2%,13.6%,0,-
834,Nafkelah,ME,18,16.7%,2.5,2.5,2.7,4.3,8.5,379,75.9%,30.4,664,0.9,0.37,0.22,0.13,-228,0,-70,11.1%,11.1%,0,5
835,Nakyung,KR,32,68.8%,6.1,4.7,1.8,6.1,8.7,434,65.2%,23.8,606,1.21,0.32,0.29,0.13,178,-0,106,12.5%,15.6%,0,7
836,Namgung,KR,19,10.5%,1.4,0.3,4.3,5.6,1.9,247,65.6%,9.9,212,3.23,1.7,0.47,0.43,-557,-8,-441,21.1%,5.3%,0,-
837,Namiru,BR,15,0%,1.5,1.5,3.3,3.4,8.1,352,63.5%,27.4,550,1.05,0.41,0.21,0.2,-389,-3,-270,0%,20%,0,5
838,Nano,AT,33,69.7%,5.9,3.4,1.8,7.5,8.5,416,69.1%,24.8,623,1.08,0.39,0.18,0.19,-179,-4,-204,21.2%,12.1%,0,6
839,NanoStrqfe,TR,6,50%,1.9,1.2,2.7,4.0,7.9,369,38.1%,21.8,441,0.81,0.34,0.11,0.06,-61,2,262,0%,16.7%,0,3
840,Narttaker,PT,1,0%,1.0,2.0,3.0,1.0,6.2,339,30%,7.8,178,0.84,0.04,0.24,0.04,-783,-14,-336,0%,0%,0,-
841,Nash,NO,21,61.9%,3.6,0.9,3.3,10.9,2.0,276,70.6%,8.1,201,2.97,1.49,0.38,0.28,300,16,265,33.3%,4.8%,0,-
842,Nasser,ES,14,50%,3.3,2.9,3.4,8.6,5.4,331,67.7%,12.9,308,1.19,0.21,0.28,0.19,-32,-8,-130,42.9%,14.3%,0,1
843,Nata,DK,18,16.7%,2.0,2.2,3.8,5.4,8.0,373,67.2%,24.6,530,0.99,0.37,0.29,0.01,-904,-16,-617,27.8%,5.6%,0,-
844,NattyNatt,SE,30,50%,2.5,3.4,3.7,5.9,7.1,384,62.2%,19.3,473,1.21,0.24,0.29,0.12,356,15,522,46.7%,3.3%,0,11
845,Nawa,TR,2,50%,3.7,6.5,3.0,4.5,8.4,450,80.6%,29.6,759,0.67,0.3,0.14,0.03,-36,-17,-518,0%,50%,0,2
846,Nazgul,RS,11,27.3%,1.3,1.9,4.0,3.5,7.4,356,33.8%,21.0,508,0.86,0.36,0.08,0.08,-644,-12,-747,0%,18.2%,0,2
847,Nebula,,18,38.9%,2.3,3.1,3.3,4.4,8.3,393,54.8%,21.8,494,0.86,0.3,0.21,0.08,-654,-14,-423,44.4%,5.6%,0,2
848,Nectaar,AU,12,16.7%,1.7,2.3,3.4,3.5,7.4,356,46.2%,25.8,564,1.04,0.46,0.16,0.19,-4,2,281,8.3%,8.3%,0,7
849,Nenad,RS,21,57.1%,3.5,3.6,2.8,6.3,7.7,389,51.4%,22.2,563,0.71,0.23,0.14,0.06,-20,-2,221,14.3%,14.3%,0,12
850,Neon,SK,27,63%,4.9,6.3,2.8,7.6,9.1,477,69.7%,31.8,854,1.16,0.43,0.33,0.08,456,2,174,14.8%,18.5%,1,4
851,Neramin,TR,22,72.7%,3.4,6.5,3.5,5.7,9.2,467,62.9%,26.6,718,0.71,0.26,0.2,0.01,237,11,335,22.7%,9.1%,0,5
852,Netuno,BR,25,44%,4.5,4.1,1.8,4.2,9.3,435,67%,25.9,590,1.29,0.47,0.34,0.12,-278,-1,-136,20%,4%,1,-
853,Niceguyben,DE,25,64%,2.3,3.4,3.2,4.1,9.1,451,40.5%,24.6,628,0.78,0.31,0.12,0.03,148,6,-163,16%,8%,0,17
854,Nicolo,FR,4,25%,1.6,1.5,5.8,7.5,5.0,292,57.9%,14.3,352,0.99,0.21,0.24,0.21,-519,-12,-760,0%,50%,0,-
855,Nikola,RS,7,42.9%,2.7,1.0,3.7,9.0,2.5,262,66.6%,11.5,296,2.64,1.41,0.29,0.22,-169,-6,-24,14.3%,14.3%,0,-
856,Nikolex,GR,8,62.5%,3.5,1.6,3.9,12.1,5.2,331,79.6%,11.2,298,1.23,0.23,0.34,0.17,-146,-1,-214,37.5%,0%,0,-
857,Niles,US,37,64.9%,3.2,2.7,2.6,5.7,7.5,379,49.7%,23.3,609,0.98,0.34,0.15,0.16,-239,-8,-216,5.4%,5.4%,0,12
858,Nille,FI,22,50%,3.5,3.4,2.6,5.7,8.1,398,57.2%,24.8,557,1.12,0.52,0.12,0.21,140,1,119,4.5%,9.1%,0,8
859,Nilsog,FR,14,21.4%,2.2,3.6,4.0,5.1,8.0,391,71%,29.7,636,1.29,0.55,0.28,0.15,-103,-1,154,7.1%,14.3%,0,2
860,NinjaKiwi,BR,18,16.7%,2.7,3.4,3.3,5.5,8.5,402,76.2%,30.9,674,1.51,0.54,0.45,0.2,257,16,437,27.8%,0%,0,3
861,Nio,DE,29,65.5%,3.0,1.2,4.7,13.0,1.1,274,72%,7.8,221,2.95,1.36,0.32,0.34,-18,-0,-291,44.8%,13.8%,0,1
862,Nisqy,BE,33,42.4%,2.9,3.6,3.2,5.7,8.5,407,65.7%,30.0,693,1.16,0.51,0.25,0.25,78,-2,-111,30.3%,15.2%,0,4
863,Nite,DE,28,67.9%,4.4,4.1,2.2,5.4,9.2,447,57.5%,29.0,751,0.9,0.39,0.1,0.11,373,10,314,21.4%,3.6%,0,14
864,Noah,KR,51,56.9%,4.3,5.7,2.8,6.4,9.2,458,71.7%,27.6,725,1.33,0.43,0.4,0.14,101,4,90,25.5%,11.8%,1,12
865,Nobody,AR,38,44.7%,2.7,3.9,3.8,6.4,9.0,433,74.3%,31.3,742,1.27,0.5,0.21,0.18,-60,1,-152,23.7%,13.2%,0,8
866,Nogo,VN,3,33.3%,2.1,2.3,3.3,4.7,9.1,389,59.5%,19.9,495,1.21,0.57,0.4,0.27,-1420,-16,-963,0%,66.7%,0,-
867,Noki,TR,21,52.4%,3.4,1.6,3.5,10.1,1.5,269,67.9%,10.5,280,2.78,1.41,0.29,0.36,90,-5,-164,38.1%,9.5%,0,2
868,Noma,PT,27,74.1%,4.6,4.3,2.7,8.0,8.4,444,63.3%,27.8,724,0.98,0.36,0.17,0.11,326,1,198,11.1%,7.4%,0,12
869,Noodle,SE,28,75%,6.3,3.3,2.3,11.1,5.2,349,79.1%,14.5,384,1.14,0.29,0.21,0.2,-24,-9,-204,35.7%,17.9%,0,4
870,Notiko,DE,18,38.9%,3.5,5.5,2.9,4.5,8.9,450,58.9%,27.3,679,0.86,0.33,0.22,0.07,226,9,185,33.3%,0%,0,3
871,Nsurr,FR,14,28.6%,1.9,0.7,5.1,8.8,1.2,251,61.2%,7.1,176,3.03,1.52,0.4,0.38,-109,-9,-199,21.4%,14.3%,0,-
872,NuL1,TW,22,9.1%,2.1,1.5,3.0,4.8,8.1,360,64.5%,26.3,542,0.9,0.4,0.16,0.18,-543,-8,-380,13.6%,0%,0,1
873,NuQ,TR,25,60%,3.3,6.0,3.6,5.9,8.1,455,54.9%,27.4,803,1.01,0.41,0.11,0.16,1385,18,517,16%,8%,0,29
874,Nulu,PL,13,46.2%,3.1,5.1,3.1,4.3,9.7,458,57.8%,30.2,783,1.2,0.38,0.22,0.14,-8,9,371,15.4%,7.7%,0,6
875,Nykeus,TR,25,56%,2.6,0.6,4.4,10.7,1.6,257,66.3%,6.2,166,2.98,1.52,0.33,0.32,-12,7,-42,12%,20%,0,1
876,Nyx,ES,14,50%,3.7,2.4,3.1,8.9,5.7,334,74.6%,10.7,295,1.43,0.33,0.31,0.27,-28,3,78,42.9%,14.3%,0,1
877,OMON,CZ,32,78.1%,4.3,5.5,3.3,8.6,8.6,450,72.1%,29.8,816,0.98,0.36,0.23,0.13,309,7,383,25%,9.4%,0,17
878,ON,CN,54,83.3%,5.7,0.9,2.2,11.5,1.5,290,72.6%,9.4,245,-,-,-,-,-,-,-,-,-,-,-
879,Obelisk,DE,18,38.9%,1.9,2.8,4.1,4.8,7.2,369,49.5%,24.4,570,0.88,0.39,0.09,0.08,-300,-13,-79,33.3%,5.6%,0,12
880,Obstinatus,PT,22,50%,2.9,0.7,3.7,10.0,1.1,261,77.2%,7.9,182,3.43,1.75,0.46,0.46,-60,-8,-11,31.8%,22.7%,0,1
881,Oddie,PE,40,70%,4.7,2.7,2.5,9.0,5.3,338,71.6%,11.6,325,1.37,0.37,0.27,0.29,19,-3,-24,42.5%,12.5%,0,2
882,Odoamne,RO,27,33.3%,2.3,1.3,2.5,4.4,8.1,368,50.8%,25.2,532,0.94,0.39,0.17,0.14,-132,1,-144,11.1%,7.4%,0,1
883,Odysseia,TR,18,38.9%,2.1,3.2,4.0,5.2,7.6,391,57%,22.6,517,1.1,0.38,0.26,0.03,-474,0,-210,5.6%,5.6%,0,-
884,Olleh,KR,14,28.6%,2.6,0.8,3.1,7.3,1.6,245,77.3%,7.7,164,4.08,2.18,0.61,0.55,-30,-2,-133,28.6%,14.3%,0,1
885,On3Sh0t,DE,18,16.7%,3.4,4.2,2.6,4.6,8.5,397,69.8%,26.5,577,0.69,0.3,0.14,0.08,-782,-12,-358,0%,11.1%,0,1
886,OnFleek,KR,24,45.8%,3.3,3.4,3.8,9.2,5.9,361,73.8%,16.0,435,1.71,0.38,0.47,0.33,364,7,176,50%,4.2%,0,8
887,Onat,CA,29,48.3%,3.8,3.6,2.7,6.7,8.0,388,68.7%,26.2,642,0.86,0.31,0.15,0.1,-166,0,-68,20.7%,17.2%,0,7
888,Oner,KR,53,71.7%,3.7,2.5,2.7,7.6,6.1,359,66.2%,12.6,326,1.76,0.46,0.45,0.3,-20,6,111,32.1%,15.1%,0,9
889,Only35,TR,20,60%,2.6,1.1,4.6,11.0,1.1,262,73.2%,7.0,184,3.52,1.75,0.49,0.38,-279,-7,-551,35%,10%,0,1
890,Optimus,,6,16.7%,2.0,2.0,3.3,4.5,8.3,377,55.8%,20.0,374,1.23,0.45,0.28,0.19,-634,-4,-219,16.7%,0%,0,1
891,Orca,TW,42,54.8%,4.7,1.8,2.6,10.3,2.9,310,71.9%,14.1,420,2.76,1.43,0.43,0.4,357,19,505,19%,11.9%,0,4
892,Orion,PF,19,63.2%,4.7,4.4,2.4,6.9,9.1,441,58.2%,22.6,567,1.16,0.45,0.27,0.16,400,7,274,31.6%,10.5%,0,5
893,Orrisot,TR,28,60.7%,6.1,4.5,1.8,6.3,8.5,409,71%,23.9,552,0.81,0.3,0.14,0.1,168,6,316,25%,3.6%,1,5
894,Oscarinin,ES,51,56.9%,3.2,2.7,2.7,6.0,7.7,382,49.5%,18.7,477,0.96,0.34,0.21,0.12,-70,2,61,7.8%,11.8%,0,17
895,Osman123,TR,22,68.2%,3.9,2.2,3.1,10.1,5.0,321,70.9%,10.4,279,1.35,0.44,0.26,0.38,-276,-4,-110,40.9%,4.5%,0,1
896,Own3r,PT,27,74.1%,4.5,5.0,2.9,8.3,6.6,409,69.4%,18.3,495,1.41,0.4,0.3,0.27,476,11,499,37%,7.4%,0,7
897,Ozgur,TR,28,60.7%,6.2,4.9,1.8,5.9,8.2,432,69.4%,25.3,568,1.23,0.52,0.19,0.15,332,2,82,25%,3.6%,0,4
898,PRIDE,CH,18,38.9%,2.0,2.2,3.7,5.3,7.9,387,52.5%,23.6,529,1.19,0.42,0.17,0.21,-23,-1,-133,11.1%,16.7%,0,6
899,PTS,BE,22,50%,3.6,5.1,3.1,6.3,8.9,428,66.1%,27.3,667,0.75,0.24,0.25,0.06,-235,0,-202,27.3%,0%,0,1
900,Pabu,AU,18,33.3%,3.1,3.1,3.1,6.7,6.6,354,72.5%,15.2,349,1.55,0.39,0.38,0.33,35,7,238,22.2%,11.1%,0,-
901,Paduck,KR,45,46.7%,3.0,3.8,3.1,5.3,8.8,421,66.8%,28.5,681,1.33,0.56,0.36,0.18,-153,3,29,11.1%,20%,1,6
902,Painful,SE,17,47.1%,3.6,4.1,2.9,6.5,9.1,428,68.5%,29.5,683,1.08,0.36,0.24,0.08,168,5,-115,35.3%,0%,0,6
903,Paixdia,TR,22,68.2%,3.2,0.8,3.8,11.4,1.7,266,72.5%,8.0,209,3.06,1.64,0.35,0.42,-110,0,-7,31.8%,9.1%,0,-
904,Paladin,HR,14,28.6%,3.9,3.9,2.4,5.3,8.2,414,66.2%,23.3,539,1.08,0.42,0.25,0.09,-29,-9,116,35.7%,7.1%,0,1
905,Palafox,US,20,40%,2.7,2.8,3.3,6.0,8.6,395,70.9%,25.0,569,1.21,0.49,0.25,0.19,-326,-4,-302,20%,20%,0,3
906,Palette,VN,3,0%,1.8,1.0,4.3,6.7,3.0,256,57.3%,6.9,149,3.53,2.18,0.55,0.56,-722,-43,-1038,33.3%,0%,0,-
907,Pallet,GR,14,35.7%,2.3,2.7,3.7,5.6,6.5,347,66.2%,18.4,402,1.33,0.32,0.31,0.27,56,2,180,42.9%,0%,0,1
908,Pan,AR,39,53.8%,3.5,4.1,2.5,4.7,7.9,404,51.2%,23.0,593,0.98,0.39,0.12,0.16,-197,-6,-162,15.4%,7.7%,1,16
909,Pangjin,KR,28,78.6%,5.3,5.9,2.3,6.1,9.5,478,64.2%,25.4,683,1.08,0.33,0.35,0.05,518,21,468,28.6%,0%,0,2
910,Panj,RS,18,55.6%,3.1,0.3,3.3,9.8,1.0,241,73.5%,6.1,150,3.16,1.59,0.36,0.36,-80,-4,-95,38.9%,0%,0,1
911,Pann,DE,18,50%,3.6,1.1,3.2,10.4,1.1,252,76.3%,7.7,170,2.84,1.4,0.31,0.37,-265,-7,-192,38.9%,22.2%,0,1
